Date,Price
2011-08-19,8.858859
2011-08-22,8.966738
2011-08-23,9.150769
2011-08-24,9.188844
2011-08-25,9.176156
2011-08-26,9.234146
2011-08-29,9.329732
2011-08-30,9.329732
2011-08-31,9.399837
2011-09-01,9.355226
2011-09-02,9.240519
2011-09-06,9.240519
2011-09-07,9.367969
2011-09-08,9.374346
2011-09-09,9.259639
2011-09-12,9.240519
2011-09-13,9.336108
2011-09-14,9.412582
2011-09-15,9.489056
2011-09-16,9.48268
2011-09-19,9.501802
2011-09-20,9.559158
2011-09-21,9.501802
2011-09-22,9.355226
2011-09-23,9.343709
2011-09-26,9.426903
2011-09-27,9.478101
2011-09-28,9.452504
2011-09-29,9.414105
2011-09-30,9.40131
2011-10-03,9.190112
2011-10-04,9.030112
2011-10-05,9.087716
2011-10-06,9.106909
2011-10-07,9.030112
2011-10-11,9.138911
2011-10-12,9.241313
2011-10-13,9.286111
2011-10-14,9.24771
2011-10-17,9.209311
2011-10-18,9.22211
2011-10-19,9.196511
2011-10-20,9.22211
2011-10-21,9.330909
2011-10-24,9.414105
2011-10-25,9.369305
2011-10-26,9.40337
2011-10-27,9.461216
2011-10-28,9.486929
2011-10-31,9.551205
2011-11-01,9.499785
2011-11-02,9.512636
2011-11-03,9.557631
2011-11-04,9.538354
2011-11-07,9.557631
2011-11-08,9.602622
2011-11-09,9.454791
2011-11-10,9.44836
2011-11-11,9.512636
2011-11-14,9.576913
2011-11-15,9.596197
2011-11-16,9.583344
2011-11-17,9.564057
2011-11-18,9.583344
2011-11-21,9.519064
2011-11-22,9.596197
2011-11-23,9.578132
2011-11-24,9.552303
2011-11-25,9.558761
2011-11-28,9.674941
2011-11-29,9.681395
2011-11-30,9.81693
2011-12-01,9.791113
2011-12-02,9.758846
2011-12-05,9.784661
2011-12-06,9.778211
2011-12-07,9.79757
2011-12-08,9.784661
2011-12-09,9.79757
2011-12-12,9.810475
2011-12-13,9.855654
2011-12-14,9.804025
2011-12-15,9.849203
2011-12-16,9.829845
2011-12-19,9.868567
2011-12-20,9.946014
2011-12-21,9.965379
2011-12-22,9.965379
2011-12-23,9.973809
2011-12-28,9.960847
2011-12-29,10.006211
2011-12-30,10.03213
2012-01-03,10.090455
2012-01-04,10.045094
2012-01-05,10.090455
2012-01-06,10.064531
2012-01-09,10.103418
2012-01-10,10.12934
2012-01-11,10.245996
2012-01-12,10.213593
2012-01-13,10.207111
2012-01-16,10.226547
2012-01-17,10.258959
2012-01-18,10.258959
2012-01-19,10.245996
2012-01-20,10.252475
2012-01-23,10.220075
2012-01-24,10.194146
2012-01-25,10.188945
2012-01-26,10.130383
2012-01-27,10.136891
2012-01-30,10.136891
2012-01-31,10.188945
2012-02-01,10.227982
2012-02-02,10.254006
2012-02-03,10.28003
2012-02-06,10.28003
2012-02-07,10.338586
2012-02-08,10.403654
2012-02-09,10.429674
2012-02-10,10.390637
2012-02-13,10.410162
2012-02-14,10.306057
2012-02-15,10.410162
2012-02-16,10.416666
2012-02-17,10.455702
2012-02-21,10.475224
2012-02-22,10.456938
2012-02-23,10.476532
2012-02-24,10.456938
2012-02-27,10.483059
2012-02-28,10.522251
2012-02-29,10.522251
2012-03-01,10.581032
2012-03-02,10.633286
2012-03-05,10.639818
2012-03-06,10.659414
2012-03-07,10.705132
2012-03-08,10.698603
2012-03-09,10.679008
2012-03-12,10.679008
2012-03-13,10.724725
2012-03-14,10.692067
2012-03-15,10.698603
2012-03-16,10.620223
2012-03-19,10.391619
2012-03-20,10.332838
2012-03-21,10.437342
2012-03-22,10.300179
2012-03-23,10.334932
2012-03-26,10.46609
2012-03-27,10.492321
2012-03-28,10.505432
2012-03-29,10.4333
2012-03-30,10.525107
2012-04-02,10.564453
2012-04-03,10.498878
2012-04-04,10.525107
2012-04-05,10.577569
2012-04-09,10.603797
2012-04-10,10.571006
2012-04-11,10.649709
2012-04-12,10.669377
2012-04-13,10.669377
2012-04-16,10.72184
2012-04-17,10.72184
2012-04-18,10.702168
2012-04-19,10.708725
2012-04-20,10.741511
2012-04-23,10.762578
2012-04-24,10.703332
2012-04-25,10.795492
2012-04-26,10.84815
2012-04-27,10.861316
2012-04-30,10.881063
2012-05-01,10.881063
2012-05-02,10.874483
2012-05-03,10.808655
2012-05-04,10.821822
2012-05-07,10.920559
2012-05-08,10.894227
2012-05-09,10.907391
2012-05-10,10.99297
2012-05-11,11.006137
2012-05-14,11.012716
2012-05-15,10.973224
2012-05-16,10.913977
2012-05-17,10.887649
2012-05-18,10.933727
2012-05-22,10.966638
2012-05-23,10.915105
2012-05-24,10.948135
2012-05-25,10.948135
2012-05-28,10.974569
2012-05-29,10.954745
2012-05-30,10.895279
2012-05-31,10.895279
2012-06-01,10.875461
2012-06-04,10.716887
2012-06-05,10.835817
2012-06-06,10.941536
2012-06-07,10.829209
2012-06-08,10.86885
2012-06-11,10.789564
2012-06-12,10.802778
2012-06-13,10.835817
2012-06-14,10.815991
2012-06-15,10.769746
2012-06-18,10.901886
2012-06-19,10.928316
2012-06-20,10.974569
2012-06-21,10.855634
2012-06-22,10.936551
2012-06-25,10.883493
2012-06-26,10.969713
2012-06-27,10.943185
2012-06-28,10.969713
2012-06-29,11.108987
2012-07-03,11.188568
2012-07-04,11.24826
2012-07-05,11.221733
2012-07-06,11.201838
2012-07-09,11.208472
2012-07-10,11.168677
2012-07-11,11.201838
2012-07-12,11.2151
2012-07-13,11.288055
2012-07-16,11.387539
2012-07-17,11.460497
2012-07-18,11.45386
2012-07-19,11.420701
2012-07-20,11.540082
2012-07-23,11.526816
2012-07-24,11.534808
2012-07-25,11.594714
2012-07-26,11.694551
2012-07-27,11.654615
2012-07-30,11.621333
2012-07-31,11.501528
2012-08-01,11.481558
2012-08-02,11.494865
2012-08-03,11.514838
2012-08-07,11.581397
2012-08-08,11.548119
2012-08-09,11.508183
2012-08-10,11.488214
2012-08-13,11.554774
2012-08-14,11.581397
2012-08-15,11.734485
2012-08-16,11.774416
2012-08-17,11.761106
2012-08-20,11.781075
2012-08-21,11.741139
2012-08-22,11.734485
2012-08-23,11.701207
2012-08-24,11.722575
2012-08-27,11.695862
2012-08-28,11.662465
2012-08-29,11.602352
2012-08-30,11.462074
2012-08-31,11.495476
2012-09-04,11.462074
2012-09-05,11.582309
2012-09-06,11.675822
2012-09-07,11.548908
2012-09-10,11.442041
2012-09-11,11.375247
2012-09-12,11.375247
2012-09-13,11.30845
2012-09-14,11.28173
2012-09-17,11.29509
2012-09-18,11.355203
2012-09-19,11.448716
2012-09-20,11.488795
2012-09-21,11.409693
2012-09-24,11.463326
2012-09-25,11.45662
2012-09-26,11.523654
2012-09-27,11.53036
2012-09-28,11.537061
2012-10-01,11.470026
2012-10-02,11.483432
2012-10-03,11.470026
2012-10-04,11.396281
2012-10-05,11.342654
2012-10-09,11.282321
2012-10-10,11.221991
2012-10-11,11.2421
2012-10-12,11.248808
2012-10-15,11.302435
2012-10-16,11.402992
2012-10-17,11.322545
2012-10-18,11.295732
2012-10-19,11.248808
2012-10-22,11.181767
2012-10-23,11.154954
2012-10-24,11.203396
2012-10-25,11.243771
2012-10-26,11.257227
2012-10-29,11.257227
2012-10-30,11.304327
2012-10-31,11.364889
2012-11-01,11.425447
2012-11-02,11.371616
2012-11-05,11.270686
2012-11-06,11.250501
2012-11-07,11.223589
2012-11-08,11.142841
2012-11-09,11.14957
2012-11-12,11.163028
2012-11-13,11.102468
2012-11-14,11.008266
2012-11-15,10.92752
2012-11-16,10.961164
2012-11-19,11.109196
2012-11-20,11.06882
2012-11-21,11.062093
2012-11-22,11.097215
2012-11-23,11.124231
2012-11-26,11.130985
2012-11-27,11.11073
2012-11-28,11.076952
2012-11-29,11.097215
2012-11-30,11.158007
2012-12-03,11.151257
2012-12-04,11.097215
2012-12-05,11.387653
2012-12-06,11.407911
2012-12-07,11.421419
2012-12-10,11.434925
2012-12-11,11.441684
2012-12-12,11.570014
2012-12-13,11.590277
2012-12-14,11.522733
2012-12-17,11.495714
2012-12-18,11.603786
2012-12-19,11.502475
2012-12-20,11.549749
2012-12-21,11.475454
2012-12-24,11.503922
2012-12-27,11.55816
2012-12-28,11.571712
2012-12-31,11.653067
2013-01-02,11.632727
2013-01-03,11.470033
2013-01-04,11.517486
2013-01-07,11.551381
2013-01-08,11.544603
2013-01-09,11.564937
2013-01-10,11.571712
2013-01-11,11.564937
2013-01-14,11.592055
2013-01-15,11.639507
2013-01-16,11.673394
2013-01-17,11.680175
2013-01-18,11.632727
2013-01-21,11.673394
2013-01-22,11.673394
2013-01-23,11.700518
2013-01-24,11.759722
2013-01-25,11.712088
2013-01-28,11.705282
2013-01-29,11.657645
2013-01-30,11.678056
2013-01-31,11.712088
2013-02-01,11.74611
2013-02-04,11.691675
2013-02-05,11.766532
2013-02-06,11.739307
2013-02-07,11.766532
2013-02-08,11.732499
2013-02-11,11.725697
2013-02-12,11.786946
2013-02-13,11.759722
2013-02-14,11.773336
2013-02-15,11.74611
2013-02-19,11.773336
2013-02-20,11.752915
2013-02-21,11.764532
2013-02-22,11.771364
2013-02-25,11.74404
2013-02-26,11.75087
2013-02-27,11.723538
2013-02-28,11.791858
2013-03-01,11.771364
2013-03-04,11.764532
2013-03-05,11.778195
2013-03-06,11.723538
2013-03-07,11.689383
2013-03-08,11.682549
2013-03-11,11.74404
2013-03-12,11.757698
2013-03-13,11.709878
2013-03-14,11.737209
2013-03-15,11.696214
2013-03-18,11.703049
2013-03-19,11.668884
2013-03-20,11.696214
2013-03-21,11.67358
2013-03-22,11.653005
2013-03-25,11.680438
2013-03-26,11.694153
2013-03-27,11.694153
2013-03-28,11.810753
2013-04-01,11.762739
2013-04-02,11.803893
2013-04-03,11.728449
2013-04-04,11.783322
2013-04-05,11.797033
2013-04-08,11.913634
2013-04-09,11.934215
2013-04-10,11.899914
2013-04-11,11.8862
2013-04-12,11.8862
2013-04-15,11.803893
2013-04-16,11.85877
2013-04-17,11.776466
2013-04-18,11.838186
2013-04-19,11.899914
2013-04-22,11.968506
2013-04-23,12.093081
2013-04-24,12.127504
2013-04-25,12.120619
2013-04-26,12.106851
2013-04-29,12.175678
2013-04-30,12.382167
2013-05-01,12.258269
2013-05-02,12.272042
2013-05-03,12.285798
2013-05-06,12.278916
2013-05-07,12.278916
2013-05-08,12.258269
2013-05-09,12.13438
2013-05-10,12.120619
2013-05-13,12.21697
2013-05-14,12.23074
2013-05-15,12.19633
2013-05-16,12.182562
2013-05-17,12.148151
2013-05-21,12.203205
2013-05-22,12.15503
2013-05-23,12.058672
2013-05-24,12.093893
2013-05-27,12.086991
2013-05-28,12.045546
2013-05-29,11.810714
2013-05-30,11.707117
2013-05-31,11.658761
2013-06-03,11.58969
2013-06-04,11.465373
2013-06-05,11.347957
2013-06-06,11.375584
2013-06-07,11.437746
2013-06-10,11.320326
2013-06-11,11.085495
2013-06-12,10.885197
2013-06-13,11.099309
2013-06-14,11.106218
2013-06-17,11.175283
2013-06-18,11.147656
2013-06-19,11.009692
2013-06-20,10.704635
2013-06-21,10.614504
2013-06-24,10.475845
2013-06-25,10.704635
2013-06-26,10.711565
2013-06-27,10.912623
2013-06-28,10.954226
2013-07-02,10.981958
2013-07-03,10.857161
2013-07-04,10.891829
2013-07-05,10.884894
2013-07-08,10.760098
2013-07-09,10.773968
2013-07-10,10.767033
2013-07-11,11.016621
2013-07-12,10.981958
2013-07-15,10.961157
2013-07-16,10.968091
2013-07-17,10.98889
2013-07-18,10.933425
2013-07-19,10.947292
2013-07-22,10.864094
2013-07-23,10.829432
2013-07-24,10.693672
2013-07-25,10.679745
2013-07-26,10.665827
2013-07-29,10.700634
2013-07-30,10.721517
2013-07-31,10.672782
2013-08-01,10.477845
2013-08-02,10.505697
2013-08-06,10.45696
2013-08-07,10.477845
2013-08-08,10.51962
2013-08-09,10.568356
2013-08-12,10.505697
2013-08-13,10.526581
2013-08-14,10.38734
2013-08-15,10.33861
2013-08-16,10.394302
2013-08-19,10.359497
2013-08-20,10.449995
2013-08-21,10.289876
2013-08-22,10.31076
2013-08-23,10.412156
2013-08-26,10.321245
2013-08-27,10.363206
2013-08-28,10.314254
2013-08-29,10.342224
2013-08-30,10.30726
2013-09-03,10.377188
2013-09-04,10.391171
2013-09-05,10.377188
2013-09-06,10.321245
2013-09-09,10.384183
2013-09-10,10.468093
2013-09-11,10.461102
2013-09-12,10.42614
2013-09-13,10.440125
2013-09-16,10.572987
2013-09-17,10.538024
2013-09-18,10.731153
2013-09-19,10.81543
2013-09-20,10.604744
2013-09-23,10.611762
2013-09-24,10.660924
2013-09-25,10.611762
2013-09-26,10.576651
2013-09-27,10.618788
2013-09-30,10.597719
2013-10-01,10.611762
2013-10-02,10.576651
2013-10-03,10.513441
2013-10-04,10.457261
2013-10-07,10.520469
2013-10-08,10.506417
2013-10-09,10.562605
2013-10-10,10.548556
2013-10-11,10.506417
2013-10-15,10.604744
2013-10-16,10.646885
2013-10-17,10.808412
2013-10-18,10.962909
2013-10-21,10.87864
2013-10-22,10.955892
2013-10-23,10.983982
2013-10-24,10.986803
2013-10-25,10.993856
2013-10-28,10.986803
2013-10-29,10.965651
2013-10-30,10.902182
2013-10-31,10.909231
2013-11-01,10.965651
2013-11-04,10.986803
2013-11-05,10.838717
2013-11-06,10.732936
2013-11-07,10.676527
2013-11-08,10.627158
2013-11-11,10.577792
2013-11-12,10.591901
2013-11-13,10.648315
2013-11-14,10.718837
2013-11-15,10.824612
2013-11-18,10.852819
2013-11-19,10.789351
2013-11-20,10.747044
2013-11-21,10.768197
2013-11-22,10.749784
2013-11-25,10.728541
2013-11-26,10.664805
2013-11-27,10.721461
2013-11-28,10.73562
2013-11-29,10.664805
2013-12-02,10.586908
2013-12-03,10.509013
2013-12-04,10.501933
2013-12-05,10.459442
2013-12-06,10.636478
2013-12-09,10.671886
2013-12-10,10.664805
2013-12-11,10.558587
2013-12-12,10.544416
2013-12-13,10.59399
2013-12-16,10.565665
2013-12-17,10.572746
2013-12-18,10.742707
2013-12-19,10.827681
2013-12-20,10.792276
2013-12-23,10.700213
2013-12-24,10.714376
2013-12-27,10.728595
2013-12-30,10.828132
2013-12-31,10.948996
2014-01-02,10.899232
2014-01-03,10.963216
2014-01-06,11.034317
2014-01-07,11.012986
2014-01-08,11.005875
2014-01-09,11.020098
2014-01-10,11.119627
2014-01-13,11.034317
2014-01-14,10.984547
2014-01-15,10.8779
2014-01-16,10.885011
2014-01-17,10.863681
2014-01-20,10.90634
2014-01-21,10.948996
2014-01-22,10.984547
2014-01-23,10.920562
2014-01-24,10.841994
2014-01-27,10.841994
2014-01-28,10.834853
2014-01-29,10.820567
2014-01-30,10.94913
2014-01-31,10.991985
2014-02-03,10.920557
2014-02-04,10.9277
2014-02-05,11.084834
2014-02-06,11.084834
2014-02-07,11.091975
2014-02-10,11.10626
2014-02-11,11.120543
2014-02-12,11.10626
2014-02-13,11.149115
2014-02-14,11.23482
2014-02-18,11.306245
2014-02-19,11.299099
2014-02-20,11.284816
2014-02-21,11.270466
2014-02-24,11.162862
2014-02-25,11.205902
2014-02-26,11.220244
2014-02-27,11.277646
2014-02-28,11.363732
2014-03-03,11.263296
2014-03-04,11.320687
2014-03-05,11.256117
2014-03-06,11.270466
2014-03-07,11.291994
2014-03-10,11.256117
2014-03-11,11.306334
2014-03-12,11.299162
2014-03-13,11.306334
2014-03-14,11.335034
2014-03-17,11.320687
2014-03-18,11.363732
2014-03-19,11.306083
2014-03-20,11.291669
2014-03-21,11.29888
2014-03-24,11.313292
2014-03-25,11.349313
2014-03-26,11.327702
2014-03-27,11.356524
2014-03-28,11.442994
2014-03-31,11.522262
2014-04-01,11.493436
2014-04-02,11.471821
2014-04-03,11.450205
2014-04-04,11.450205
2014-04-07,11.493436
2014-04-08,11.572701
2014-04-09,11.536677
2014-04-10,11.536677
2014-04-11,11.659171
2014-04-14,11.709614
2014-04-15,11.75285
2014-04-16,11.824909
2014-04-17,11.810498
2014-04-21,11.803291
2014-04-22,11.781672
2014-04-23,11.699911
2014-04-24,11.793979
2014-04-25,11.714384
2014-04-28,11.75056
2014-04-29,11.743327
2014-04-30,11.757799
2014-05-01,11.714384
2014-05-02,11.685441
2014-05-05,11.728857
2014-05-06,11.707146
2014-05-07,11.83739
2014-05-08,11.779508
2014-05-09,11.830151
2014-05-12,11.909742
2014-05-13,11.83739
2014-05-14,11.844626
2014-05-15,11.974862
2014-05-16,12.025513
2014-05-20,12.025513
2014-05-21,11.931449
2014-05-22,11.924215
2014-05-23,11.914768
2014-05-26,11.900239
2014-05-27,11.907505
2014-05-28,11.922034
2014-05-29,11.943829
2014-05-30,11.863911
2014-06-02,11.972892
2014-06-03,12.001948
2014-06-04,11.972892
2014-06-05,12.023746
2014-06-06,12.023746
2014-06-09,11.994687
2014-06-10,11.914768
2014-06-11,11.863911
2014-06-12,11.813061
2014-06-13,11.776731
2014-06-16,11.733142
2014-06-17,11.784
2014-06-18,11.840174
2014-06-19,11.818285
2014-06-20,11.942309
2014-06-23,11.869355
2014-06-24,11.862059
2014-06-25,11.927712
2014-06-26,11.964189
2014-06-27,12.000669
2014-06-30,11.978783
2014-07-02,11.949601
2014-07-03,11.89124
2014-07-04,11.876651
2014-07-07,11.825583
2014-07-08,11.789106
2014-07-09,11.803695
2014-07-10,11.883944
2014-07-11,11.905827
2014-07-14,11.883944
2014-07-15,11.876651
2014-07-16,11.949601
2014-07-17,11.971486
2014-07-18,11.964189
2014-07-21,11.971486
2014-07-22,12.037138
2014-07-23,12.080911
2014-07-24,12.116809
2014-07-25,12.072858
2014-07-28,12.131458
2014-07-29,12.131458
2014-07-30,12.043551
2014-07-31,11.955643
2014-08-01,12.021576
2014-08-05,12.05088
2014-08-06,12.065527
2014-08-07,12.036226
2014-08-08,12.058202
2014-08-11,12.116809
2014-08-12,12.080183
2014-08-13,12.094834
2014-08-14,12.138788
2014-08-15,12.131458
2014-08-18,12.20472
2014-08-19,12.270652
2014-08-20,12.285303
2014-08-21,12.285303
2014-08-22,12.284571
2014-08-25,12.211007
2014-08-26,12.247787
2014-08-27,12.255144
2014-08-28,12.233074
2014-08-29,12.22572
2014-09-02,12.218362
2014-09-03,12.240426
2014-09-04,12.240426
2014-09-05,12.284571
2014-09-08,12.233074
2014-09-09,12.174226
2014-09-10,12.100668
2014-09-11,12.115379
2014-09-12,11.982969
2014-09-15,11.887342
2014-09-16,11.821142
2014-09-17,11.945992
2014-09-18,11.923825
2014-09-19,11.953376
2014-09-22,11.835176
2014-09-23,11.813011
2014-09-24,11.798235
2014-09-25,11.75391
2014-09-26,11.776075
2014-09-29,11.761301
2014-09-30,11.857337
2014-10-01,11.835176
2014-10-02,11.842566
2014-10-03,11.820403
2014-10-06,11.790847
2014-10-07,11.776075
2014-10-08,11.827789
2014-10-09,11.909053
2014-10-10,11.894274
2014-10-14,11.886889
2014-10-15,11.768683
2014-10-16,11.72436
2014-10-17,11.827789
2014-10-20,12.042035
2014-10-21,12.108525
2014-10-22,12.086362
2014-10-23,12.14546
2014-10-24,12.189946
2014-10-27,12.189946
2014-10-28,12.219611
2014-10-29,12.160292
2014-10-30,12.256684
2014-10-31,12.316
2014-11-03,12.316
2014-11-04,12.301167
2014-11-05,12.293758
2014-11-06,12.093555
2014-11-07,12.078725
2014-11-10,12.189946
2014-11-11,12.175119
2014-11-12,12.264102
2014-11-13,12.241852
2014-11-14,12.264102
2014-11-17,12.278929
2014-11-18,12.293758
2014-11-19,12.264102
2014-11-20,12.264102
2014-11-21,12.30875
2014-11-24,12.27898
2014-11-25,12.264102
2014-11-26,12.293864
2014-11-27,12.331075
2014-11-28,12.39805
2014-12-01,12.286428
2014-12-02,12.316188
2014-12-03,12.286428
2014-12-04,12.063171
2014-12-05,11.884562
2014-12-08,11.758057
2014-12-09,11.758057
2014-12-10,11.52736
2014-12-11,11.69108
2014-12-12,11.549685
2014-12-15,11.60178
2014-12-16,11.616665
2014-12-17,11.795265
2014-12-18,11.877119
2014-12-19,11.869682
2014-12-22,11.929214
2014-12-23,11.958981
2014-12-24,12.011077
2014-12-29,12.070834
2014-12-30,12.055897
2014-12-31,11.988665
2015-01-02,12.063364
2015-01-05,12.190347
2015-01-06,12.324799
2015-01-07,12.698275
2015-01-08,12.765511
2015-01-09,12.787913
2015-01-12,12.810323
2015-01-13,12.780445
2015-01-14,12.765511
2015-01-15,12.705748
2015-01-16,12.713219
2015-01-19,12.713219
2015-01-20,12.772975
2015-01-21,12.862612
2015-01-22,13.191273
2015-01-23,13.130524
2015-01-26,13.13803
2015-01-27,13.13803
2015-01-28,13.183023
2015-01-29,13.205519
2015-01-30,13.115535
2015-02-02,13.078037
2015-02-03,13.063039
2015-02-04,13.153023
2015-02-05,13.228012
2015-02-06,12.965548
2015-02-09,12.890564
2015-02-10,12.935555
2015-02-11,12.905563
2015-02-12,12.898061
2015-02-13,12.913065
2015-02-17,12.935555
2015-02-18,12.980548
2015-02-19,12.935555
2015-02-20,12.942334
2015-02-23,13.040211
2015-02-24,12.859513
2015-02-25,12.987507
2015-02-26,13.002567
2015-02-27,13.100441
2015-03-02,13.092911
2015-03-03,13.002567
2015-03-04,12.882103
2015-03-05,12.814344
2015-03-06,12.520711
2015-03-09,12.483063
2015-03-10,12.347544
2015-03-11,12.415303
2015-03-12,12.475537
2015-03-13,12.430365
2015-03-16,12.468007
2015-03-17,12.528235
2015-03-18,12.535042
2015-03-19,12.572846
2015-03-20,12.724056
2015-03-23,12.76185
2015-03-24,12.890379
2015-03-25,12.852571
2015-03-26,12.776978
2015-03-27,12.724056
2015-03-30,12.799657
2015-03-31,12.920624
2015-04-01,13.01891
2015-04-02,13.041586
2015-04-06,13.086946
2015-04-07,13.01891
2015-04-08,13.056709
2015-04-09,13.064272
2015-04-10,13.064272
2015-04-13,12.913059
2015-04-14,12.867702
2015-04-15,12.920624
2015-04-16,13.011347
2015-04-17,13.16255
2015-04-20,13.12475
2015-04-21,13.07182
2015-04-22,13.086946
2015-04-23,13.04748
2015-04-24,13.07784
2015-04-27,13.130967
2015-04-28,13.206873
2015-04-29,13.138558
2015-04-30,13.062659
2015-05-01,13.138558
2015-05-04,13.04748
2015-05-05,12.834952
2015-05-06,12.690745
2015-05-07,12.705926
2015-05-08,12.751466
2015-05-11,12.660381
2015-05-12,12.561707
2015-05-13,12.622431
2015-05-14,12.71352
2015-05-15,12.766647
2015-05-19,12.698332
2015-05-20,12.637609
2015-05-21,12.622431
2015-05-22,12.582802
2015-05-25,12.582802
2015-05-26,12.43038
2015-05-27,12.498966
2015-05-28,12.498966
2015-05-29,12.384646
2015-06-01,12.491346
2015-06-02,12.437997
2015-06-03,12.316055
2015-06-04,12.323677
2015-06-05,12.201735
2015-06-08,12.117898
2015-06-09,12.087415
2015-06-10,12.125522
2015-06-11,12.163628
2015-06-12,12.163628
2015-06-15,12.216978
2015-06-16,12.178869
2015-06-17,12.361032
2015-06-18,12.567688
2015-06-19,12.437574
2015-06-22,12.38399
2015-06-23,12.460534
2015-06-24,12.429915
2015-06-25,12.361032
2015-06-26,12.322762
2015-06-29,12.100801
2015-06-30,12.207958
2015-07-02,12.207958
2015-07-03,12.192645
2015-07-06,12.414608
2015-07-07,12.552381
2015-07-08,12.406956
2015-07-09,12.38399
2015-07-10,12.361032
2015-07-13,12.437574
2015-07-14,12.483499
2015-07-15,12.598304
2015-07-16,12.651881
2015-07-17,12.651881
2015-07-20,12.552381
2015-07-21,12.552381
2015-07-22,12.429915
2015-07-23,12.299801
2015-07-24,12.197578
2015-07-27,11.997746
2015-07-28,12.04386
2015-07-29,12.236012
2015-07-30,12.097661
2015-07-31,12.274437
2015-08-04,12.289807
2015-08-05,12.136088
2015-08-06,11.974686
2015-08-07,12.097661
2015-08-10,12.066916
2015-08-11,12.082292
2015-08-12,12.189893
2015-08-13,12.097661
2015-08-14,12.074607
2015-08-17,12.105348
2015-08-18,12.205266
2015-08-19,12.136088
2015-08-20,11.928569
2015-08-21,11.697994
2015-08-24,11.30196
2015-08-25,11.402318
2015-08-26,11.603041
2015-08-27,11.741995
2015-08-28,11.664799
2015-08-31,11.610756
2015-09-01,11.510397
2015-09-02,11.579877
2015-09-03,11.734278
2015-09-04,11.549
2015-09-08,11.572159
2015-09-09,11.464081
2015-09-10,11.464081
2015-09-11,11.479519
2015-09-14,11.440921
2015-09-15,11.4718
2015-09-16,11.531512
2015-09-17,11.554776
2015-09-18,11.492738
2015-09-21,11.709875
2015-09-22,11.663345
2015-09-23,11.547024
2015-09-24,11.547024
2015-09-25,11.647834
2015-09-28,11.523758
2015-09-29,11.717627
2015-09-30,11.810688
2015-10-01,11.694365
2015-10-02,11.87273
2015-10-05,11.973541
2015-10-06,11.733139
2015-10-07,11.911501
2015-10-08,11.950275
2015-10-09,11.989053
2015-10-13,11.958029
2015-10-14,11.888237
2015-10-15,11.958029
2015-10-16,11.981298
2015-10-19,12.097617
2015-10-20,12.097617
2015-10-21,12.058845
2015-10-22,12.221699
2015-10-23,12.135237
2015-10-26,12.080719
2015-10-27,11.956092
2015-10-28,11.963882
2015-10-29,12.041775
2015-10-30,11.893781
2015-11-02,11.885991
2015-11-03,11.839261
2015-11-04,11.761369
2015-11-05,11.924934
2015-11-06,11.761369
2015-11-09,11.621167
2015-11-10,11.512119
2015-11-11,11.558854
2015-11-12,11.504334
2015-11-13,11.480964
2015-11-16,11.488753
2015-11-17,11.605587
2015-11-18,11.558854
2015-11-19,11.574432
2015-11-20,11.691264
2015-11-23,11.627886
2015-11-24,11.745258
2015-11-25,11.667009
2015-11-26,11.667009
2015-11-27,11.737436
2015-11-30,11.768733
2015-12-01,11.768733
2015-12-02,11.620058
2015-12-03,11.565284
2015-12-04,11.565284
2015-12-07,11.41661
2015-12-08,11.33054
2015-12-09,11.275764
2015-12-10,11.267937
2015-12-11,11.181863
2015-12-14,11.072315
2015-12-15,11.283587
2015-12-16,11.432261
2015-12-17,11.487037
2015-12-18,11.502687
2015-12-21,11.455737
2015-12-22,11.440089
2015-12-23,11.432261
2015-12-24,11.502687
2015-12-29,11.541209
2015-12-30,11.556933
2015-12-31,11.368245
2016-01-04,11.352523
2016-01-05,11.289629
2016-01-06,11.250321
2016-01-07,10.959431
2016-01-08,10.975154
2016-01-11,10.951569
2016-01-12,10.904398
2016-01-13,10.857224
2016-01-14,10.794332
2016-01-15,10.880813
2016-01-18,10.65282
2016-01-19,10.880813
2016-01-20,10.794332
2016-01-21,10.87295
2016-01-22,11.106948
2016-01-25,11.019988
2016-01-26,11.059517
2016-01-27,11.114856
2016-01-28,11.288767
2016-01-29,11.462687
2016-02-01,11.344106
2016-02-02,11.320394
2016-02-03,11.407348
2016-02-04,11.454777
2016-02-05,11.470596
2016-02-08,11.257144
2016-02-09,11.106948
2016-02-10,11.075323
2016-02-11,10.996272
2016-02-12,11.106948
2016-02-16,11.217622
2016-02-17,11.367824
2016-02-18,11.597077
2016-02-19,11.652412
2016-02-22,11.649235
2016-02-23,11.688967
2016-02-24,11.768432
2016-02-25,11.78432
2016-02-26,11.768432
2016-02-29,11.808161
2016-03-01,11.911459
2016-03-02,11.998869
2016-03-03,12.038603
2016-03-04,12.102171
2016-03-07,12.13396
2016-03-08,12.157796
2016-03-09,12.245205
2016-03-10,12.324669
2016-03-11,12.348507
2016-03-14,12.396184
2016-03-15,12.372351
2016-03-16,12.544828
2016-03-17,12.712515
2016-03-18,12.536841
2016-03-21,12.648638
2016-03-22,12.496917
2016-03-23,12.393106
2016-03-24,12.313255
2016-03-28,12.377139
2016-03-29,12.361167
2016-03-30,12.496917
2016-03-31,12.552811
2016-04-01,12.59274
2016-04-04,12.65662
2016-04-05,12.616695
2016-04-06,12.544828
2016-04-07,12.512888
2016-04-08,12.600721
2016-04-11,12.65662
2016-04-12,12.57677
